seed	test_ap	log_path
3	0.857465	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_mooc_2gpu_20260404_055053/seed_3.log
4	0.860949	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_mooc_2gpu_20260404_055053/seed_4.log
5	0.863057	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_mooc_2gpu_20260404_055053/seed_5.log
