seed	test_ap	log_path
0	0.687895	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_jodie_lastfm_2gpu_20260404_203602/seed_0.log
1	0.675435	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_jodie_lastfm_2gpu_20260404_203602/seed_1.log
2	0.546531	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_jodie_lastfm_2gpu_20260404_203602/seed_2.log
