seed	test_ap	log_path
0	0.787116	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_190817/seed_0.log
1	0.824722	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_190817/seed_1.log
2	0.803537	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_190817/seed_2.log
