seed	test_ap	log_path
3	0.803489	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_223209/seed_3.log
4	0.831338	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_223209/seed_4.log
5	0.837437	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_223209/seed_5.log
6	0.829553	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_2gpu_20260403_223209/seed_6.log
