seed	test_ap	log_path
0	0.832739	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_20260402_033204/seed_0.log
1	0.814994	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_20260402_033204/seed_1.log
2	0.831640	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_20260402_033204/seed_2.log
3	0.780026	/home/sqp17/Projects/frost/third_party/tgl/seed_sweeps/tgl_tgn_lastfm_20260402_033204/seed_3.log
